fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,0.002522156163835728,6.267180354208581,0.0035453109542815473,8.4092702533145,0.9999999872799301,0.9141945539345854
1,0.002501904828406359,5.666159845939768,0.00351093931041103,8.198592679639658,0.9999999879608674,0.8959899449883544
2,0.0025442407671224542,6.837105123009889,0.0035803502505060048,8.807292773615597,0.999999987293483,0.8786377651517878
3,0.0025749031024752222,6.421685006225588,0.0036010201752491346,8.880952535672767,0.9999999869749916,0.884134703803302
4,0.0025778143811934257,6.486904334281854,0.003588526328728825,8.533427986037228,0.9999999873005739,0.8796033911391566
5,0.002556094151923581,6.257696238860926,0.003610268698251209,8.204650026778673,0.9999999869157855,0.8996150035866417
6,0.002546409278243506,7.019647142406426,0.0035879149972285074,10.019870064351675,0.9999999867464809,0.8752923690105501
7,0.0025805133999809338,6.319686082315588,0.0036270525669864417,8.977350934077139,0.9999999867508504,0.87854120608312
8,0.002569946382066946,6.638790632120689,0.003618327362107898,9.516369961421002,0.9999999867600021,0.8669060329785097
9,0.002527574070501183,6.105860175070473,0.003550208670988782,8.461602749789819,0.9999999873446268,0.9043618254612273
