fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,0.6851988986037569,8.897898420895652,0.9321458920382287,11.045780863879019,0.9990808485007266,0.8172110832500831
1,0.6640287316032876,8.180119987813388,0.9109590687154594,10.181138347721676,0.9991290149916543,0.8363078052724903
2,0.6856044227553911,6.999719339339236,0.9340352267220368,8.942327652866187,0.9991005996693484,0.8720698879012819
3,3.5524316904879905e-06,8.546675022691007,4.88313737890151e-06,11.742655424770936,0.9999999999999759,0.7840808934228152
4,0.16186515183393443,8.046749946830461,0.22336229365411045,10.073702806989642,0.9999482948608438,0.8431990850140234
5,0.6743210220074296,8.459405899899306,0.9172557617552146,10.644093522108708,0.99910277052898,0.848886636508605
6,0.6870848184131042,7.943161223738525,0.9416849123217587,10.082104453825552,0.9990652522725171,0.8426399623165214
7,0.6871576828964692,8.108795361544678,0.9430636044349708,10.77193094279944,0.9990577227817077,0.831319129833401
8,0.662425150582043,9.367311979258332,0.9068703274527766,11.986560454348044,0.9991267786148548,0.8156056049537463
9,3.4556391842613887e-06,8.12204284104854,4.800785418980602e-06,10.621369843284862,0.9999999999999762,0.8324331413964486
