fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,8.010300631519608e-05,8.880941645791657,0.00010386659416604175,12.396358777955436,0.9999999999889874,0.7963717828919566
1,7.869128283073521e-05,8.819657998923905,0.00010185099656611835,10.906691567273171,0.9999999999897432,0.8204829696277801
2,8.331618689764474e-05,7.910170272083749,0.00010857215634333763,9.952014015057586,0.9999999999883642,0.8527728854363387
3,8.096324633065587e-05,7.574304272695753,0.0001036873749857815,9.735956886260471,0.9999999999895811,0.8423053815894372
4,8.012427327068145e-05,9.003840796048813,0.00010341195125144504,11.274197223992513,0.9999999999893692,0.804628237661889
5,8.164248282428757e-05,7.515467567536356,0.00010538191985021141,9.701770047008255,0.9999999999890546,0.84996872298771
6,8.2030892344822e-05,7.966485627580822,0.00010613739670418047,9.961192103736668,0.9999999999889453,0.8415242751360872
7,8.232771861186173e-05,7.389971849666225,0.00010614683883020794,9.677316948489336,0.9999999999887768,0.8674144809020883
8,8.194187214543536e-05,8.327642993287046,0.00010503253713457783,10.823247818622086,0.9999999999889342,0.8347129476924962
9,8.111850383043328e-05,7.891892098631474,0.00010539186808650727,9.960448773873138,0.9999999999890613,0.8498605052233488
