fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,3.8460420724082813,7.084382221820388,6.13414019594715,9.389848395040739,0.9523769067449808,0.8794025099744143
1,3.685544441088629,7.355192596817464,5.851082007771942,9.886544489957217,0.9576922764510662,0.8527201685706124
2,3.6181856021558536,5.829124715658726,5.593256877967865,7.919146359834724,0.9629807673299732,0.9047620615519424
3,3.5504289601300267,7.430585615956016,5.521342268072068,10.27104032317238,0.9628174350380931,0.8544023849561578
4,3.810359551344992,7.057775980875071,5.974489555319577,9.829361765411582,0.9559105289380397,0.8556691042290064
5,3.481992236417661,7.813222560507315,5.297930970552402,10.821511459253049,0.9666297290063389,0.8566490846093505
6,3.544836823488705,6.876545236575972,5.437562905941297,10.08353992098637,0.9645275284971362,0.8442301688219487
7,3.51562837211088,7.149724941805638,5.556765737353667,10.145973476320783,0.9623634657169079,0.84771132659997
8,3.6432542568318,7.232601314108199,5.759400160020514,10.104356589346276,0.9587726052992434,0.8624801194472537
9,3.5737522726960345,6.649400488018064,5.656156208556254,9.53735529299041,0.9606066069412036,0.870733949449556
