fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,4.591451173962471,10.030835750360751,6.2665405968096355,14.176209368039274,0.9618228696057298,0.7161098445757791
1,4.612054557644931,9.654578141534392,6.332813509518505,12.420849929916441,0.9624685577574303,0.8281294958740768
2,4.666004451616926,8.988721867484369,6.505882912225889,11.378423546688119,0.9598761636443033,0.7705138844427054
3,4.6917183013609485,9.350376733436056,6.379819894335816,12.010287968562537,0.9622104458962324,0.7596044853955407
4,4.680615438711741,9.24259476911977,6.397519720339358,11.757460396631469,0.9624980967032317,0.8210124327732533
5,4.586933665097333,8.667586363636364,6.299761790563827,12.305256847957123,0.9625104308336146,0.7592049749364702
6,4.574452523778642,9.221611616161614,6.295896009908652,12.389094554583732,0.962076912972282,0.7579720806143814
7,4.714563791779988,8.581971608442066,6.401845834938409,10.901261816998952,0.9620572232364588,0.8275496339927766
8,4.590514569331447,9.28018810507674,6.2863013722802075,11.740553935177294,0.9635005936772283,0.8127371534846979
9,4.480022092099426,10.519234992784995,6.157504021467654,14.532728724028,0.963986286556429,0.649454875984086
