fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,3.8928356640092603,11.596858465608467,6.573082666547247,16.65641163291586,0.9377119143395198,0.5718638632442952
1,3.948763982728234,9.226564072783587,6.230219714686094,14.736805315580575,0.9443303430557305,0.6656430745629097
2,4.081892700464851,10.473219832735964,6.78510748905952,14.539700091636801,0.9338596930269794,0.6700691416527895
3,3.600762009680695,10.211057304277645,6.089626871828375,16.149788039408044,0.9465704840006384,0.60028582444183
4,3.648168946272059,13.009228978092612,6.054556583319863,19.190717806523605,0.9464133645406082,0.484993938070855
5,3.832688729418544,12.214482045369772,6.651064029669138,17.584261106843403,0.935208083007661,0.5450567656674308
6,3.672411467018713,9.893633207070701,6.135299823374153,15.556466526113626,0.9460507150269806,0.6318121872459018
7,3.90072674254102,11.790715494511298,6.5451844126886485,17.63596010656519,0.9377537221061149,0.569043997028671
8,3.8056946499806306,10.936259018759019,6.181349326243965,15.172455084962937,0.9441097136868104,0.6991545778467125
9,3.5961296349889755,10.32810215527925,6.085908601014917,16.014667017403042,0.9464850108968663,0.6081240473233439
