fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,0.8340632562152305,8.474377908349576,2.800870955022405,10.61983436369608,0.9891559949253592,0.8225338832105462
1,2.07510445310878,8.751050325629308,3.473795626290603,10.632325092642175,0.9850973774875226,0.8138072930118022
2,0.7583399645969171,8.175888306673036,2.540058550445346,10.447020812941359,0.9911693913103885,0.8143966832902955
3,0.7504380950526351,9.011317091797288,2.352822272874846,12.010858651578953,0.9923863619547421,0.7732651637153521
4,0.7788572601947187,9.718383889773554,2.539327800769866,14.266809821010956,0.9909618907170953,0.7443207376604335
5,0.8244709395156123,8.195940393497882,2.778160737657502,10.91258976963658,0.9891715024061625,0.8323482385276537
6,2.0809697743505464,8.595099367492361,3.56285898364151,11.398438852273324,0.9841324370461988,0.7901994649083213
7,2.149043185441712,9.167471707687683,3.634635027691244,11.412829518301175,0.9833216824406542,0.8062004188428402
8,0.8433226393271612,9.528886546501253,2.7919137687501503,11.847969919096736,0.9890314176293944,0.8038025104768155
9,2.136977937704452,9.170090782695747,3.5411890565546256,11.748274616100966,0.9842396508202877,0.7941341216422078
