fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,4.928821881795479,9.39545367063492,6.8214958179373655,11.796586238636571,0.9556454685603977,0.7942650308241458
1,4.950024815187224,8.729486649712445,6.7723720384391,10.876950710563111,0.9572064492395882,0.8382836584320397
2,4.902696255414414,8.461126272774981,6.756774995317479,10.557100886865388,0.9574946706910256,0.8410959939949334
3,4.833287065501887,8.492627387678235,6.543370081819104,11.719767506212296,0.9602151678643158,0.8028102232114988
4,4.756931557927472,10.562408868514778,6.635800874232696,14.027306608278463,0.9570376494324642,0.7355628884750108
5,4.800359720236377,10.258010837951662,6.627046535794578,13.813989800721847,0.9574654803731619,0.7341713866987274
6,4.924958402666936,9.14879644263109,6.7699259158268354,11.835053148277547,0.9558459774027845,0.7707344617997229
7,4.819157709035667,9.58819205396724,6.717800937860412,12.343356496996947,0.9564850965656482,0.7758226531414582
8,4.820605502914859,10.171944208316935,6.705781719991474,13.165052069403826,0.9555433775850628,0.7811830933673607
9,4.873585553857407,9.45801888602973,6.73436485094089,12.494296186562282,0.9558957179980067,0.7741157632752225
