fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,0.3534589105917894,8.468016852858778,2.720069906545752,10.410194830538046,0.9896108139112544,0.8352398624556209
1,0.2745016913654537,8.365977712353754,2.462478222341264,9.96463453437412,0.9915078994314684,0.8375948887132244
2,0.27315829046639306,8.539541342503135,2.4502916728406396,10.527844597315704,0.9916223306936729,0.8103485499916491
3,0.25683743229984385,7.415927197520729,2.2527869469494224,10.43280127478498,0.992856582615383,0.8300194274713567
4,0.2926783747904415,8.850191077809692,2.447692077562867,11.077432522918064,0.99143903774553,0.8326758381927302
5,0.3448536223977484,8.229919867731581,2.698145006278461,10.18066777695999,0.9896270563944264,0.85449651354082
6,0.33682610964780596,7.342526923993589,2.6687145790515268,9.87818722081423,0.9900176098182617,0.8395068398007365
7,0.33682452089294346,8.040737467624263,2.6687145790175064,10.87393314706688,0.9899215481717797,0.823519958487383
8,0.3500250174222595,7.750214231937509,2.7068076633417277,9.896956409869022,0.9895247313669849,0.8745435776030084
9,0.3296274496668513,8.094686579421873,2.5686974796369877,10.315278595524617,0.9906771495275277,0.840939460787929
