fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,3.7273855845840282,10.488234126984127,6.078003616064212,16.30899934861705,0.9475779567566659,0.6627375553902174
1,3.724763757643135,11.418187830687831,6.209902938798262,16.841487876900466,0.9451448047044291,0.608521746759202
2,3.2799410166141683,11.848541666666668,5.447792230144025,17.114864498641754,0.9583280411606439,0.5543372462878573
3,3.5785552158606633,12.02422619047619,5.7004777131710265,18.670820618323756,0.9540894190279097,0.46707587174546344
4,3.5500493142240717,10.559917271993543,5.9039770349919065,16.1864136790923,0.9519084134705418,0.5886067308093724
5,3.3599963299385265,11.708048340548341,5.544885719139344,17.63977168838474,0.9571921139340474,0.517396826449804
6,3.3299431140471607,12.824747474747474,5.616146748991293,18.297993475044894,0.9559921837232347,0.45742597445996885
7,3.3815502951341103,10.809707792207792,5.657378521617287,17.26040859719125,0.9542911993191261,0.6247835052589495
8,3.4381533474019026,11.18924603174603,5.615477262482994,16.507669441113425,0.9557247067712633,0.599739890874126
9,3.747354497354497,10.724123376623378,6.06070241824242,15.788126897475621,0.9481667912900436,0.6347133137712357
