fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,1.8354840571095463,7.8184021690849415,2.4858845199105417,10.134586572350345,0.993370141884028,0.8448957782014478
1,0.4935965184630671,9.20114692784757,0.6816064189048844,12.226734458214185,0.9995302520136908,0.773258746808725
2,0.4940585584896971,8.79833227560454,0.6832873265657181,11.44735030532178,0.9995283088330302,0.7706917339408645
3,0.4915627299532819,8.862038562500691,0.684858563399083,11.685073534570178,0.9995160384256574,0.7844506947819747
4,1.8165911489744648,8.798916436220944,2.4897172051869423,11.943597129601692,0.9933070675070266,0.7784416970691314
5,1.767243215131722,9.2445883167239,2.402300876903232,11.743187944712552,0.9937069011922034,0.812167118149107
6,1.8277123304918828,7.113898898786786,2.475614021908508,9.73512149883164,0.9934632953945876,0.8603528229917431
7,0.4857279794259103,9.522681677886474,0.6761335681296674,12.67894608825242,0.9995297755848924,0.7610575891646805
8,1.7890457684736685,9.049682397306029,2.4463257149022235,11.693313410198263,0.9934771657813968,0.8067843652347838
9,0.5004190226728562,8.136931326365834,0.6823146979495218,10.480062595129848,0.9995267462459138,0.8405708308709601
