fold,MAE_train,MAE_test,RMSE_train,RMSE_test,PCC_train,PCC_test
0,0.0013089893630014715,10.300632178714332,0.0019570677139838853,13.609219608965352,0.9999999960651752,0.7325018897126508
1,0.0012826456797060469,9.852551286772613,0.0019056676336257291,12.955246704842644,0.9999999963163475,0.7395268739035726
2,0.001351312134194512,9.985149960970826,0.002017275250128691,12.743949394471048,0.9999999958433095,0.7837289767074872
3,0.0013720719725727815,8.58297718711237,0.002037463939500677,10.674119348996301,0.9999999959166925,0.7910042537178533
4,0.0013081072288663707,9.629248680481584,0.0019249908213008079,11.960930863506363,0.9999999963099797,0.7671810940369039
5,0.0013108334640759775,8.72412966895148,0.0019400854043156762,12.204698007307892,0.9999999962371842,0.7562581556097627
6,0.001366269729321258,8.24471432088837,0.002010807435810211,10.387509688785105,0.9999999960008696,0.8256740161791236
7,0.001391144219372118,9.2549622569718,0.002075754044584958,12.0991819680335,0.9999999955858457,0.7847285578342442
8,0.0013415280129134698,9.585368540251809,0.0020174711063150317,12.81011230135564,0.9999999958497916,0.7595879780250229
9,0.0013750155084922553,9.057611872914764,0.0020360658650340827,11.016797478075015,0.999999995889973,0.8084025061654367
